#,Name,MLBAMID,RazzballID,FangraphsID,Team,ESPN_POS,YAHOO_POS
1696,Derek Hill,656537,656537,16947,DET,OF,OF
1697,Derek Holland,502706,4141,4141,TOR,RP,RP
1698,Derek Law,571882,13133,13133,DET,RP,RP
1699,Derek Self,605464,605464,sa577722,FA,RP,RP
1700,Derek Vegas,683886,683886,sa3009323,MIA,C,C
1701,Derlin Figueroa,700283,700283,sa3015851,LAD,SS,SS
1702,Dermis Garcia,660650,660650,sa881025,OAK,3b,3b
1703,Derrick Adams,682059,682059,sa3009933,FA,RP,RP
1704,Derwin Barreto,678481,678481,sa3005522,TEX,SS,SS
1705,Derwin Laya,698978,698978,sa3015761,SF,3B,3B
1706,Desmond Lindsay,663664,663664,sa874792,NYM,OF,OF
1707,Deury Carrasco,672767,672767,sa3003330,HOU,2B,2B
1708,Devan Stewart,677047,677047,sa3005181,PHI,3B,3B
1709,Deven Marrero,571918,13325,13325,FA,SS,SS
1710,Devin Conn,681958,681958,sa3007252,HOU,RP,RP
1711,Devin Davis,663343,663343,sa875805,FA,1B,1B
1712,Devin Foyle,680976,680976,sa3007515,OAK,OF,OF
1713,Devin Hairston,670767,670767,sa915575,MIA,SS,SS
1714,Devin Mann,669471,669471,sa3006869,LAD,2B,2B
1715,Devin Mesoraco,519023,5666,,NYM,C,C
1716,Devin Smeltzer,656970,656970,19487,MIN,SP,SP
1717,Devin Sweet,682967,682967,sa3008340,SEA,RP,RP
1718,Devin Williams,642207,642207,15816,MIL,RP,RP
1719,Devlin Granberg,680748,680748,sa3006671,BOS,OF,OF
1720,Dexter Fowler,451594,4062,4062,FA,OF,OF
1721,Dexter Neal,663668,663668,sa876087,FA,OF,OF
1722,Deyni Olivero,666007,666007,sa917869,ARI,SP,SP
1723,Deyvison De Los Santos,691277,691277,sa3015168,ARI,3B,3B
1724,Didi Gregorius,544369,6012,6012,PHI,SS,SS
1725,Diego Benitez,698902,698902,,ATL,,
1726,Diego Cartaya,682616,682616,sa3008742,LAD,C,C
1727,Diego Castillo,660636,660636,19906,PIT,2B/SS,2B/SS
1728,Diego Castillo,650895,650895,17496,SEA,RP,RP
1729,Diego Gonzalez,691897,691897,sa3015583,PHI,SS,SS
1730,Diego Granado,692652,692652,sa3014931,OAK,SP,SP
1731,Diego Hernandez,678746,678746,sa3005759,KC,OF,OF
1732,Diego Infante,672653,672653,sa3003280,TB,OF,OF
1733,Diego Larez,691618,691618,sa3015570,MIL,OF,OF
1734,Diego Rincones,665651,665651,sa916849,SF,OF,OF
1735,Diego Verbel,683718,683718,sa3008918,SF,2B,2B
1736,Diego Villegas,698969,698969,sa3015757,SF,OF,OF
1737,Dietrich Enns,608650,608650,13932,FA,RP,RP
1738,Dikember Sanchez,699129,699129,sa3016033,MIL,SP,SP
1739,Dilan Rosario,687125,687125,sa3010165,SF,SS,SS
1740,Dillan Shrum,686770,686770,sa3017111,KC,1B,1B
1741,Dillon Dingler,693307,693307,sa3014528,DET,C,C
1742,Dillon Maples,596027,596027,14672,PHI,RP,RP
1743,Dillon Overton,592614,15627,15627,COL,RP,RP
1744,Dillon Paulson,663516,663516,sa3007007,TB,1B,1B
1745,Dillon Peters,596071,596071,18790,PIT,RP,RP
1746,Dillon Tate,622253,622253,17796,BAL,RP,RP
1747,Dillon Tatum,702208,702208,sa3017903,MIN,C,C
1748,Dillon Thomas,605504,605504,12719,LAA,OF,OF
1749,Dilmer Mejia,650356,650356,sa828518,FA,SP,SP
1750,Dilson Herrera,599096,14335,14335,FA,2B,2B
1751,Dinelson Lamet,659275,659275,17186,SD,RP,RP
1752,Diogenes Almengo,658742,658742,sa835215,BAL,RP,RP
1753,Diomar Lopez,650841,650841,sa828277,CIN,RP,RP
1754,Dionmy Salon,682934,682934,sa3008839,KC,C,C
1755,Dioris Valdez,691929,691929,sa3016105,PIT,OF,OF
1756,Diosbel Arias,677690,677690,sa3005308,TEX,SS,SS
1757,Diosmerky Taveras,677676,677676,sa3004872,HOU,SP,SP
1758,Diowill Burgos,678419,678419,sa3005740,MIA,OF,OF
1759,Dixon Machado,553988,11472,11472,CHC,SS,SS
1760,DJ Herz,687792,687792,sa3011680,CHC,SP,SP
1761,DJ Johnson,597113,597113,12578,FA,RP,RP
1762,DJ LeMahieu,518934,9874,9874,NYY,1B/2B/ 3B,1B/2B/ 3B
1763,DJ Peters,656847,656847,19348,FA,OF,OF
1764,DJ Stewart,621466,621466,17766,BAL,OF,OF
1765,Dom Nunez,624513,15055,15055,COL,C,C
1766,Dom Thompson-Williams,657779,657779,sa829483,SEA,OF,OF
1767,Domingo Acevedo,642758,642758,17092,OAK,RP,RP
1768,Domingo German,593334,17149,17149,NYY,SP,SP
1769,Domingo Gonzalez,682445,682445,sa3007495,PIT,SP,SP
1770,Domingo Leyba,642736,642736,16404,SD,2B,2B/3B
1771,Domingo Robles,660781,660781,sa872881,STL,SP,SP
1772,Domingo Santana,570267,10348,10348,FA,OF,OF
1773,Domingo Tapia,593619,593619,12178,OAK,RP,RP
1774,Dominic Canzone,686527,686527,sa1115890,ARI,OF,OF
1775,Dominic Fletcher,666150,666150,sa1115778,ARI,OF,OF
1776,Dominic Hamel,687589,687589,sa3017949,NYM,SP,SP
1777,Dominic Leone,608678,13763,13763,SF,RP,RP
1778,Dominic LoBrutto,661837,661837,sa3004573,BOS,RP,RP
1779,Dominic Miroglio,641884,641884,sa739013,ARI,C,C
1780,Dominic Pipkin,669421,669421,sa3007896,PHI,SP,SP
1781,Dominic Smith,642086,15653,15653,NYM,1B/OF,1B/OF
1782,Dondrei Hubbard,678538,678538,sa3018218,WSH,OF,OF
1783,Donivan Williams,676676,676676,sa3004950,FA,2B,2B
1784,Donnie Dewees,664159,664159,sa858802,CHC,OF,OF
1785,Donnie Hart,643354,15306,15306,FA,RP,RP
1786,Donny Sands,664848,664848,sa875201,PHI,3b,3b
1787,Donovan Benoit,687630,687630,sa3017464,CIN,RP,RP
1788,Donovan Casey,661541,661541,sa915654,WSH,OF,OF
1789,Donovan Solano,456781,8623,8623,CIN,2B,2B
1790,Donovan Walton,622268,622268,19314,SF,2B,2B
1791,Donta’ Williams,676024,676024,sa3017152,BAL,OF,OF
1792,Doug Fister,450729,9425,9425,FA,SP,SP
1793,Doug Nikhazy,680951,680951,sa3018110,CLE,SP,SP
1794,Dovydas Neverauskas,596720,596720,11604,FA,RP,RP
1795,Drake Osborn,688311,688311,sa3017077,NYM,C,C
1796,Drevian Williams-Nelson,681876,681876,sa3007829,FA,2B,2B
1797,Drew Anderson,623454,623454,15130,FA,SP,SP
1798,Drew Avans,682183,682183,sa3006937,LAD,OF,OF
1799,Drew Butera,460077,3411,3411,FA,C,C
1800,Drew Campbell,686601,686601,sa3011264,ATL,OF,OF
1801,Drew Carlton,656290,656290,19868,DET,RP,RP
1802,Drew Ellis,656403,656403,19873,ARI,3B,3B
1803,Drew Ferguson,664916,664916,sa875766,FA,OF,OF
1804,Drew Gagnon,543193,543193,12545,FA,RP,RP
1805,Drew Gray,695645,695645,,CHC,P,P
1806,Drew Hutchison,571800,10732,10732,DET,RP,RP
1807,Drew Jackson,623515,623515,17807,OAK,SS,SS
1808,Drew Lugbauer,656666,656666,sa829268,ATL,C,C
1809,Drew Maggi,543482,543482,sa549144,PHI,SS,SS
1810,Drew Mendoza,666141,666141,sa3011256,WSH,1B,1B
1811,Drew Millas,686452,686452,sa3014475,WSH,C,C
1812,Drew Mount,681898,681898,sa3006728,CIN,OF,OF
1813,Drew Parrish,669283,669283,sa3011395,KC,SP,SP
1814,Drew Pomeranz,519141,11426,11426,SD,RP,RP
1815,Drew Rasmussen,656876,656876,25385,TB,SP,SP
1816,Drew Rom,680723,680723,sa3007848,BAL,SP,SP
1817,Drew Romo,691011,691011,sa3014522,COL,C,C
1818,Drew Rucinski,607968,12499,12499,MIA,RP,RP
1819,Drew Smith,622098,622098,17755,NYM,RP,RP
1820,Drew Smyly,592767,11760,11760,CHC,SP,SP
1821,Drew Stankiewicz,607733,607733,sa599531,ARI,2B,2B
1822,Drew Steckenrider,608716,608716,18806,SEA,RP,RP
1823,Drew Strotman,675977,675977,sa3004584,MIN,SP,SP
1824,Drew VerHagen,572403,13424,13424,STL,RP,RP
1825,Drew Ward,608380,608380,sa737690,FA,3b,3b
1826,Drew Waters,671221,671221,sa3004378,ATL,OF,OF
1827,Drew Weeks,607178,607178,sa602429,FA,OF,OF
1828,Drey Jameson,686753,686753,sa3011652,ARI,SP,SP
1829,Dru Baker,681333,681333,sa3017331,TB,OF,OF
1830,Duane Underwood Jr.,621249,14677,14677,PIT,RP,RP
1831,Dugan Darnell,699911,699911,sa3014876,COL,RP,RP
1832,Duncan Garcia,699219,699219,sa3015815,MIL,OF,OF
1833,Duncan Robinson,670061,670061,sa874105,CHC,SP,SP
1834,Durbin Feltman,664687,664687,sa3007959,BOS,RP,RP
1835,Dusten Knight,643400,643400,16537,TB,RP,RP
1836,Dustin Beggs,657511,657511,sa829242,FA,SP,SP
1837,Dustin Fowler,641583,17098,17098,FA,OF,OF
1838,Dustin Garneau,572863,9433,9433,DET,C,C
1839,Dustin Harris,687957,687957,sa3010279,TEX,1B,1B
1840,Dustin May,669160,669160,19716,LAD,SP,SP
1841,Dustin McGowan,430661,8600,,TB,RP,RP
1842,Dustin Peterson,640460,640460,15189,PHI,3b,3b
1843,Dustin Saenz,685010,685010,sa3017610,WSH,SP,SP
1844,Dustin Skelton,670236,670236,sa3011327,FA,C,C
1845,Dusty Isaacs,595260,595260,sa550364,TOR,RP,RP
1846,Dwayne Matos,684228,684228,sa3009508,SD,SP,SP
1847,Dwight Smith Jr.,596105,13473,13473,FA,OF,OF
1848,Dyan Jorge,694170,694170,,COL,,
1849,Dylan Bundy,605164,12917,12917,MIN,SP,SP
1850,Dylan Carlson,666185,666185,20126,STL,OF,OF
1851,Dylan Cease,656302,656302,18525,CHW,SP,SP
1852,Dylan Coleman,669395,669395,22276,KC,RP,RP
1853,Dylan Covey,592229,592229,14825,BOS,RP,RP
1854,Dylan Cozens,622226,622226,15115,FA,,
1855,Dylan Davis,595929,595929,sa709037,FA,OF,OF
1856,Dylan Dodd,689266,689266,sa3017684,ATL,SP,SP
1857,Dylan File,668766,668766,sa3004197,MIL,RP,RP
1858,Dylan Floro,571670,13394,13394,MIA,RP,RP
1859,Dylan Hall,689876,689876,sa3015008,NYM,SP,SP
1860,Dylan King,663717,663717,sa3009924,LAA,SP,SP
1861,Dylan Lee,669276,669276,19996,ATL,RP,RP
1862,Dylan Moore,664238,664238,18042,SEA,2B/OF,2B/3B/ OF
1863,Dylan Myers,670169,670169,sa918356,FA,SP,SP
1864,Dylan Neuse,681540,681540,sa3018123,MIN,OF,OF
1865,Dylan Rosa,676748,676748,sa3004285,DET,OF,OF
1866,Dylan Shockley,686758,686758,sa1170874,PIT,C,C
1867,Dylan Smith,681916,681916,sa3018113,DET,SP,SP
1868,Dylan Spacke,686679,686679,sa3010812,BOS,RP,RP
1869,Dylan Spain,688125,688125,sa3017134,ATL,RP,RP
1870,Dylan Thompson,657043,657043,sa829545,TB,SP,SP
1871,Dyron Campos,684495,684495,sa3008937,NYM,OF,OF
1872,Easton Lucas,687922,687922,sa1159925,BAL,RP,RP
1873,Easton McGee,668834,668834,sa917971,TB,SP,SP
1874,Ed Howard,690992,690992,sa3014540,CHC,SS,SS
1875,Eddie Butler,572750,13453,13453,FA,RP,RP
1876,Eddie Rosario,592696,12155,12155,ATL,OF,OF
1877,Eddinson Paulino,682796,682796,sa3009538,BOS,SS,SS
1878,Eddy Alvarez,657193,657193,16959,LAD,3B,3B
1879,Eddy Beltre,699133,699133,sa3015804,SD,OF,OF
1880,Eddy Demurias,681493,681493,sa3007852,CIN,RP,RP
1881,Eddy Diaz,677647,677647,sa3004979,COL,SS,SS
1882,Eddy Martinez,666558,666558,sa914203,FA,OF,OF
1883,Eddy Yean,678868,678868,sa3006543,PIT,RP,RP
1884,Eddys Leonard,678760,678760,sa3005554,LAD,SS,SS
1885,Edgar Arredondo,639238,639238,sa732750,FA,SP,SP
1886,Edgar Barclay,687607,687607,sa1170012,NYY,SP,SP
1887,Edgar Basabe,699205,699205,sa3015810,TEX,OF,OF
1888,Edgar Cabral,641431,641431,sa738507,PHI,C,C
1889,Edgar Escobar,681592,681592,sa3007244,STL,RP,RP
1890,Edgar Garcia,658305,658305,19276,WSH,RP,RP
1891,Edgar Gonzalez,429440,429440,1727,STL,SP,SP
1892,Edgar Martinez,680585,680585,sa3005790,KC,SS,SS
1893,Edgar Martinez,678641,678641,sa3006490,FA,SP,SP
1894,Edgar Navarro,679346,679346,sa3005703,CHW,RP,RP
1895,Edgar Quero,700337,700337,sa3015239,LAA,C,C
1896,Edgar Santana,650828,650828,17355,FA,RP,RP
1897,Edgardo Fermin,660662,660662,sa872571,FA,2b,2b
1898,Edgardo Rodriguez,678614,678614,sa3005532,STL,C,C
1899,Edinson Volquez,450172,3990,3990,FA,RP,RP
1900,Edison Mora,681812,681812,sa3007315,SF,SS,SS
1901,Edisson Gonzalez,672548,672548,sa3002979,TOR,SP,SP
1902,Edmond Americaan,669274,669274,sa3008341,FA,OF,OF
1903,Edmundo Sosa,624641,624641,17022,STL,2B/SS,2B/SS
1904,Edouard Julien,666397,666397,sa3014445,MIN,2B,2B
1905,Edryn Rodriguez,692043,692043,sa3015600,SEA,2B,2B
1906,Eduar Segovia,680887,680887,sa3008374,PHI,SP,SP
1907,Eduard Monroy,685480,685480,sa3011243,BAL,RP,RP
1908,Eduardo Bazardo,660825,660825,20997,FA,RP,RP
1909,Eduardo Diaz,666452,666452,sa917182,ARI,OF,OF
1910,Eduardo Escobar,500871,6153,6153,NYM,2B/3B,1B/2B/ 3B
1911,Eduardo Garcia,682633,682633,sa3008751,MIL,SS,SS
1912,Eduardo Garcia,684487,684487,sa3015514,KC,1B,1B
1913,Eduardo Jimenez,621592,621592,19642,FA,RP,RP
1914,Eduardo Lopez,682637,682637,sa3009275,BOS,OF,OF
1915,Eduardo Nunez,456488,6848,6848,FA,2B,2B/SS/ 3B
1916,Eduardo Paredes,622161,622161,16344,FA,RP,RP
1917,Eduardo Rodriguez,593958,13164,13164,DET,SP,SP
1918,Eduardo Salazar,674285,674285,sa3003131,CIN,SP,SP
1919,Eduardo Silva,656962,656962,sa3007942,FA,2B,2B
1920,Eduardo Torrealba,665908,665908,sa917095,NYY,SS,SS
1921,Eduardo Valencia,680664,680664,sa3006622,DET,C,C
1922,Eduardo Vaughan,682804,682804,sa3008810,BOS,OF,OF
1923,Eduardo Vera,622747,622747,sa657658,FA,SP,SP
1924,Eduarh Colina,691608,691608,sa3015568,MIL,OF,OF
1925,Edubray Ramos,591693,16086,16086,FA,RP,RP
1926,Edwar Colina,666674,666674,20589,TEX,RP,RP
1927,Edward Baram,687037,687037,sa3010664,OAK,RP,RP
1928,Edward Cabrera,665795,665795,21690,MIA,SP,SP
1929,Edward Cuello,672859,672859,sa3002795,LAD,RP,RP
1930,Edward Forbes,656431,656431,sa828696,ARI,3b,3b
1931,Edward Olivares,658668,658668,19698,KC,OF,OF
1932,Edward Romero,682756,682756,sa3008796,ARI,SS,SS
1933,Edward Urena,694274,694274,sa3015161,WSH,RP,RP
1934,Edwin Arroyo,695490,695490,sa3017626,SEA,SS,SS
1935,Edwin Barragan,692408,692408,sa3015622,TB,2B,2B
1936,Edwin Diaz,641521,641521,sa738152,HOU,SS,SS
1937,Edwin Diaz,621242,14710,14710,NYM,RP,RP
1938,Edwin Encarnacion,429665,2151,2151,FA,DH,1B
1939,Edwin Figuera,660741,660741,sa872730,FA,SS,SS
1940,Edwin Hidalgo,699119,699119,sa3015799,LAA,C,C
1941,Edwin Jackson,429719,1841,1841,FA,RP,RP
1942,Edwin Mateo,672858,672858,sa3003364,LAD,OF,OF
1943,Edwin Nunez,695835,695835,sa3014813,STL,RP,RP
1944,Edwin Peralta,679799,679799,sa3006081,CHW,3B,3B
1945,Edwin Rios,621458,621458,18316,LAD,1B,1B/3B
1946,Edwin Uceta,670955,670955,20539,ARI,RP,RP
1947,Edwin Yon,660696,660696,sa872464,LAA,OF,OF
1948,Efrain Contreras,678713,678713,sa3005692,SD,SP,SP
1949,Efren Delgado,604596,604596,sa594882,FA,SP,SP
1950,Efrenyer Narvaez,683534,683534,sa3008885,TEX,C,C
1951,Eguy Rosario,666703,666703,sa917140,SD,2b,2b
1952,Ehire Adrianza,501303,8418,8418,WSH,OF,2B/3B/ OF
1953,Elehuris Montero,660707,660707,20543,COL,3b,3b
1954,Eli Lingos,661526,661526,sa3006798,CLE,RP,RP
1955,Eli Morgan,669212,669212,20203,CLE,SP,SP
1956,Eli White,642201,642201,19346,TEX,OF,OF
1957,Eliam Sandoval,698954,698954,sa3015751,SF,OF,OF
1958,Elian Miranda,693749,693749,sa3014947,ARI,1B,1B
1959,Elian Rayo,692378,692378,sa3015612,SF,3B,3B
1960,Elian Rodriguez,677080,677080,sa3004715,HOU,SP,SP
1961,Elias Diaz,553869,11680,11680,COL,C,C
1962,Elias Fabian,691101,691101,sa3010284,FA,OF,OF
1963,Elias Reynoso,699021,699021,sa3015772,STL,SS,SS
1964,Elier Hernandez,609274,609274,sa659238,FA,OF,OF
1965,Eliesel Santana,692456,692456,sa3015635,WSH,OF,OF
1966,Elieser Hernandez,622694,622694,16933,MIA,SP,SP
1967,Eliezer Alvarez,608421,608421,sa657261,FA,,
1968,Elih Marrero,663503,663503,sa3007822,BOS,C,C
1969,Elijah Cabell,669010,669010,sa3017323,STL,OF,OF
1970,Elijah Dunham,685313,685313,sa3014827,NYY,OF,OF
1971,Elijah Greene,690178,690178,sa3014836,FA,OF,OF
1972,Elijah Wilson,670250,670250,sa918961,PIT,C,C
1973,Elio Campos,699069,699069,sa3016645,LAD,2B,2B
1974,Elio Prado,682799,682799,sa3008807,BAL,OF,OF
1975,Elliot Ashbeck,664142,664142,sa875665,SD,RP,RP
1976,Elliot Soto,519303,519303,11155,MIN,SS,SS
1977,Elly De La Cruz,682829,682829,sa3009289,CIN,SS,SS
1978,Eloy Jimenez,650391,650391,17484,CHW,OF,OF
1979,Elvin Rodriguez,660730,660730,20962,DET,SP,SP
1980,Elvis Alvarado,665660,665660,sa919291,DET,RP,RP
1981,Elvis Andrus,462101,8709,8709,OAK,SS,SS
1982,Elvis Garcia,691477,691477,sa3015360,HOU,SP,SP
1983,Elvis Luciano,672773,672773,20632,TOR,RP,RP
1984,Elvis Peguero,665625,665625,21652,LAA,RP,RP
1985,Elvis Peralta,669687,669687,sa1170420,ARI,SS,SS
1986,Emanuel Andrews,681044,681044,sa3017157,COL,OF,OF
1987,Emerson Hancock,676106,676106,sa3014456,SEA,SP,SP
1988,Emerson Martinez,627218,627218,sa747285,FA,SP,SP
1989,Emerson Purroy,699806,699806,sa3015840,CLE,SS,SS
1990,Emerson Talavera,695360,695360,sa3016005,CHW,SP,SP
1991,Emiliano Teodo,693713,693713,sa3015158,TEX,SP,SP
1992,Emilio Bonifacio,466988,4054,4054,FA,2B,2B
1993,Emilio Pagan,641941,641941,14771,MIN,RP,RP
1994,Emilio Vargas,642496,642496,sa736761,CHW,SP,SP
1995,Emilker Guzman,675842,675842,sa3003158,LAA,RP,RP
1996,Emmanuel Clase,661403,661403,21032,CLE,RP,RP
1997,Emmanuel Duran,678710,678710,sa3005837,LAA,RP,RP
1998,Emmanuel Rivera,656896,656896,19890,KC,3B,3B
1999,Emmanuel Rodriguez,691181,691181,,MIN,OF,OF
2000,Ender Inciarte,542255,4922,4922,NYY,OF,OF
2001,Enderso Lira,694229,694229,sa3016145,BOS,C,C
2002,Enderson Franco,575070,575070,11896,FA,RP,RP
2003,Endri Garcia,692491,692491,sa3016121,TOR,OF,OF
2004,Endy Rodriguez,682848,682848,sa3008272,MIN,C,C
2005,Enger Castellano,692634,692634,sa3015660,NYY,3B,3B
2006,Enmanuel De Jesus,646241,646241,sa828317,SF,SP,SP
2007,Enmanuel Mejia,684871,684871,sa3009262,PIT,RP,RP
2008,Enmanuel Ramirez,698990,698990,sa3015763,WSH,OF,OF
2009,Enmanuel Terrero,691927,691927,sa3015591,PIT,OF,OF
2010,Enmanuel Valdez,665839,665839,sa917288,HOU,2b,2b
2011,Enny Romero,544836,4001,4001,FA,RP,RP
2012,Enoli Paredes,660600,660600,20447,HOU,RP,RP
2013,Enrique Hernandez,571771,10472,10472,BOS,2B/OF,2B/OF
2014,Enrique Santana,682451,682451,sa3007496,NYY,RP,RP
2015,Enrique Valdez,678823,678823,sa3005568,KC,SS,SS
2016,Enyel De Los Santos,660853,660853,18403,CLE,SP,SP
2017,Erasmo Ramirez,541640,10314,10314,WSH,RP,RP
2018,Eric Cerantola,672021,672021,sa3017914,KC,SP,SP
2019,Eric De La Rosa,680763,680763,sa3006911,DET,OF,OF
2020,Eric Filia,596107,596107,sa827359,FA,OF,OF
2021,Eric Haase,606992,606992,14111,DET,C/OF,C/OF
2022,Eric Hanhold,621098,621098,18332,PIT,RP,RP
2023,Eric Hosmer,543333,3516,3516,SD,1B,1B
2024,Eric Jenkins,663346,663346,sa874775,FA,OF,OF
2025,Eric Jones,687613,687613,sa3011883,FA,1B,1B
2026,Eric Lauer,641778,641778,19316,MIL,SP,SP
2027,Eric Mock,675564,675564,sa3010367,CLE,SP,SP
2028,Eric Orze,679358,679358,sa3014793,NYM,RP,RP
2029,Eric Pardinho,672078,672078,sa968102,TOR,SP,SP
2030,Eric Rivera,687771,687771,sa1115765,FA,OF,OF
2031,Eric Rodriguez,681995,681995,sa185525,CLE,C,C
2032,Eric Silva,696150,696150,sa3017965,SF,SP,SP
2033,Eric Skoglund,607215,607215,16155,KC,SP,SP
2034,Eric Sogard,519299,7927,7927,FA,2B,2B/SS/ 3B
2035,Eric Stamets,608715,13795,13795,TOR,SS,SS
2036,Eric Stout,657770,657770,16873,FA,RP,RP
2037,Eric Thames,519346,3711,3711,OAK,1B,1B
2038,Eric Torres,701539,701539,sa3017262,LAA,RP,RP
2039,Eric Wagaman,676572,676572,sa3002875,NYY,1B,1B
2040,Eric Wood,607780,607780,sa602394,FA,3b,3b
2041,Eric Yang,687066,687066,sa1169769,CIN,C,C
2042,Eric Yardley,642233,642233,15538,TOR,RP,RP
2043,Erich Uelmen,657272,657272,sa915866,CHC,RP,RP
2044,Erick Brito,684081,684081,sa3011753,PHI,1B,1B
2045,Erick Caripa,691407,691407,sa3015533,CLE,OF,OF
2046,Erick Castillo,602080,602080,12990,CHC,C,C
2047,Erick Fedde,607200,607200,17425,WSH,SP,SP
2048,Erick Leal,612797,612797,sa657825,FA,SP,SP
2049,Erick Mejia,625510,625510,15817,SEA,SS,SS
2050,Erick Pena,691179,691179,sa3014686,KC,OF,OF
2051,Erick Salcedo,593137,593137,sa548029,FA,SS,SS
2052,Erick Tejeda,682715,682715,sa3008783,WSH,1B,1B
2053,Erik Cha,681912,681912,sa3007854,MIA,RP,RP
2054,Erik Davis,458530,8422,,MIL,RP,RP
2055,Erik Gonzalez,570481,13369,13369,MIA,3B,1B/SS/ 3B
2056,Erik Kratz,456124,4403,4403,FA,C,C
2057,Erik Miller,669062,669062,sa3011336,PHI,SP,SP
2058,Erik Ostberg,675964,675964,sa3004505,TB,C,C
2059,Erik Sabrowski,681870,681870,sa3015121,CLE,SP,SP
2060,Erik Swanson,657024,657024,16587,SEA,RP,RP
2061,Ernest Yake,687044,687044,sa3017902,MIN,2B,2B
2062,Ernesto Martinez,667803,667803,sa3003173,MIL,1B,1B
2063,Ernie Clement,676391,676391,20352,CLE,2B,2B/3B
2064,Ernie De La Trinidad,670797,670797,sa3003955,FA,OF,OF
2065,Ernny Ordonez,688658,688658,sa1170897,PIT,1B,1B
2066,Errol Robinson,642021,642021,sa857819,FA,SS,SS
2067,Erubiel Fuentes,691866,691866,sa3015581,OAK,SS,SS
2068,Eruviel Castillo,698936,698936,sa3015740,BAL,3B,3B
2069,Ervin Santana,429722,3200,3200,FA,RP,RP
2070,Eskoly De Jesus,700290,700290,sa3016192,ARI,OF,OF
2071,Esmerlin Vinicio,691263,691263,sa3014708,SF,SP,SP
2072,Esmerlyn Valdez,699013,699013,sa3015768,PIT,OF,OF
2073,Esmil Torres,682742,682742,sa3009284,FA,SS,SS
2074,Esneider Gomez,691438,691438,sa3015543,COL,3B,3B
2075,Esney Chacon,672623,672623,sa3003267,DET,OF,OF
2076,Esteban Gonzalez,691416,691416,sa3015535,CLE,OF,OF
2077,Esteban Quiroz,606019,606019,sa596560,CHC,SS,SS
2078,Esteury Ruiz,665923,665923,sa917030,SD,2b,2b
2079,Estevan Florial,664314,664314,19151,NYY,OF,OF
2080,Estiven Machado,692497,692497,sa3014715,TOR,SS,SS
2081,Ethan Elliott,687898,687898,sa3010380,SD,SP,SP
2082,Ethan Evanko,673862,673862,sa3008037,PHI,RP,RP
2083,Ethan Hankins,677945,677945,sa3008589,CLE,SP,SP
2084,Ethan Hearn,683001,683001,sa3011502,CHC,C,C
2085,Ethan Lindow,676600,676600,sa3005028,PHI,SP,SP
2086,Ethan Murray,696140,696140,sa3017051,MIL,SS,SS
2087,Ethan Paul,663871,663871,sa3011423,FA,SS,SS
2088,Ethan Roberts,681799,681799,24930,CHC,RP,RP
2089,Ethan Skender,663690,663690,sa3010268,SD,3B,3B
2090,Ethan Small,663629,663629,26364,MIL,SP,SP
2091,Ethan Wilson,681159,681159,sa3017329,PHI,OF,OF
2092,Eudys Carrasco,683626,683626,sa3009552,PIT,3B,3B
2093,Eugene Encina,664039,664039,sa875765,FA,SP,SP
2094,Eugene Helder,650853,650853,sa826786,FA,2b,2b
2095,Eugenio Suarez,553993,12552,12552,SEA,SS/3B,SS/3B
2096,Euribiel Angeles,683494,683494,sa3008877,OAK,SS,SS
2097,Eury Perez,691587,691587,sa3014807,MIA,SP,SP
2098,Eury Ramos,660756,660756,sa873729,CHC,RP,RP
2099,Evan Alexander,670116,670116,sa918444,NYY,OF,OF
2100,Evan Carter,694497,694497,sa3014490,TEX,OF,OF
2101,Evan Fitterer,683157,683157,sa3011433,MIA,SP,SP
2102,Evan Gates,688753,688753,sa3017311,SF,RP,RP
2103,Evan Kruczynski,676358,676358,sa3004341,STL,SP,SP
2104,Evan Lee,681885,681885,24988,WSH,SP,SP
2105,Evan Longoria,446334,9368,9368,SF,3B,3B
2106,Evan Marshall,605359,12297,12297,FA,RP,RP
2107,Evan Marzilli,608685,13771,,CHC,OF,OF
2108,Evan McKendry,679928,679928,sa3010787,TB,SP,SP
2109,Evan Mendoza,656734,656734,sa3002836,STL,3B,3B
2110,Evan Miller,670377,670377,sa915725,SD,RP,RP
2111,Evan Phillips,623465,623465,17734,LAD,RP,RP
2112,Evan Reifert,682126,682126,sa3014860,TB,RP,RP
2113,Evan Scribner,519267,7525,,TB,RP,RP
2114,Evan Skoug,656967,656967,sa829713,CHW,C,C
2115,Evan White,657108,657108,20078,SEA,1B,1B
2116,Everette Cooper,691444,691444,sa3015544,HOU,OF,OF
2117,Everhett Hazelwood,689185,689185,sa3017197,CHW,RP,RP
2118,Everson Pereira,677592,677592,sa3007034,NYY,OF,OF
2119,Ewry Espinal,691919,691919,sa3015588,PIT,OF,OF
2120,Ezequiel Duran,677649,677649,23733,TEX,3B,3B
2121,Ezequiel Pagan,681868,681868,sa3007975,CHC,OF,OF
2122,Ezequiel Surun,700332,700332,sa3015860,ARI,SS,SS
2123,Ezequiel Tovar,678662,678662,sa3008239,COL,SS,SS
2124,Fabian Machado,691655,691655,sa3015578,NYM,OF,OF
2125,Fabian Pertuz,678285,678285,sa3005500,CHC,SS,SS
2126,Fabian Urbina,691543,691543,sa3011668,PIT,3B,3B
2127,Fabricio Macias,671246,671246,sa927338,PIT,OF,OF
